4001	Error 	REMOTE_ADDR is 217.55.196.224     	2022-04-10 00:34:54 	Failed to connect to the Database -  Access denied for user 'root'@'localhost' (using password: NO)
2001	Information 	REMOTE_ADDR is 184.154.76.23     	2022-10-09 05:35:55 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 184.154.76.23     	2022-10-09 05:35:55 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 184.154.76.23     	2022-10-10 05:36:44 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 184.154.76.23     	2022-10-10 05:36:44 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 31.205.145.5     	2022-10-10 08:35:33 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 31.205.145.5     	2022-10-10 08:35:33 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 95.108.213.6     	2022-10-10 19:03:37 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 95.108.213.6     	2022-10-10 19:03:37 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 45.120.50.176     	2022-10-11 03:01:01 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 45.120.50.176     	2022-10-11 03:01:01 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 45.120.50.176     	2022-10-11 03:01:03 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 45.120.50.176     	2022-10-11 03:01:03 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 165.231.130.27     	2022-10-11 04:37:24 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 165.231.130.27     	2022-10-11 04:37:24 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 165.231.130.27     	2022-10-11 04:37:34 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 165.231.130.27     	2022-10-11 04:37:34 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 184.154.76.23     	2022-10-11 05:36:48 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 184.154.76.23     	2022-10-11 05:36:48 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 184.154.76.23     	2022-10-11 05:36:58 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 184.154.76.23     	2022-10-11 05:36:58 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 184.154.76.14     	2022-10-12 05:37:04 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 184.154.76.14     	2022-10-12 05:37:04 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 184.154.76.14     	2022-10-12 05:37:06 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 184.154.76.14     	2022-10-12 05:37:06 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 173.231.60.195     	2022-10-12 12:40:38 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 173.231.60.195     	2022-10-12 12:40:38 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 173.231.60.195     	2022-10-12 12:42:15 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 173.231.60.195     	2022-10-12 12:42:15 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 173.231.60.195     	2022-10-12 12:42:41 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 173.231.60.195     	2022-10-12 12:42:41 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 184.154.76.14     	2022-10-13 05:38:58 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 184.154.76.14     	2022-10-13 05:38:58 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 184.154.76.14     	2022-10-13 05:38:58 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 184.154.76.14     	2022-10-13 05:38:58 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 184.154.139.24     	2022-10-14 05:35:54 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 184.154.139.24     	2022-10-14 05:35:54 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 184.154.139.24     	2022-10-14 05:35:58 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 184.154.139.24     	2022-10-14 05:35:58 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 184.154.76.14     	2022-10-15 05:34:18 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 184.154.76.14     	2022-10-15 05:34:18 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 184.154.76.14     	2022-10-15 05:34:26 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 184.154.76.14     	2022-10-15 05:34:26 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 184.154.139.47     	2022-10-16 05:33:25 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 184.154.139.47     	2022-10-16 05:33:25 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 184.154.139.47     	2022-10-16 05:33:30 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 184.154.139.47     	2022-10-16 05:33:30 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 198.20.67.198     	2022-10-17 05:37:04 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 198.20.67.198     	2022-10-17 05:37:04 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 198.20.67.198     	2022-10-17 05:37:04 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 198.20.67.198     	2022-10-17 05:37:04 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 184.154.76.14     	2022-10-18 05:35:27 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 184.154.76.14     	2022-10-18 05:35:27 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 184.154.76.14     	2022-10-18 05:35:28 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 184.154.76.14     	2022-10-18 05:35:28 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 154.190.53.167     	2022-10-18 19:57:22 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 154.190.53.167     	2022-10-18 19:57:22 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 154.190.53.167     	2022-10-18 19:58:01 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 154.190.53.167     	2022-10-18 19:58:01 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 154.190.53.167     	2022-10-18 19:58:01 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 154.190.53.167     	2022-10-18 19:58:01 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 184.154.76.14     	2022-10-19 05:36:17 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 184.154.76.14     	2022-10-19 05:36:17 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 184.154.76.14     	2022-10-19 05:36:28 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 184.154.76.14     	2022-10-19 05:36:28 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 157.55.39.155     	2022-10-19 07:10:23 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 157.55.39.155     	2022-10-19 07:10:23 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 198.20.67.198     	2022-10-20 05:35:35 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 198.20.67.198     	2022-10-20 05:35:35 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 198.20.67.198     	2022-10-20 05:35:36 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 198.20.67.198     	2022-10-20 05:35:36 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 197.37.65.243     	2022-10-20 13:59:05 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 197.37.65.243     	2022-10-20 13:59:05 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 197.37.65.243     	2022-10-20 14:01:16 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 197.37.65.243     	2022-10-20 14:01:16 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 197.37.65.243     	2022-10-20 14:01:56 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 197.37.65.243     	2022-10-20 14:01:56 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 197.37.65.243     	2022-10-20 14:03:54 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 197.37.65.243     	2022-10-20 14:03:54 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 197.37.65.243     	2022-10-20 14:07:29 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 197.37.65.243     	2022-10-20 14:07:29 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 197.37.65.243     	2022-10-20 14:09:54 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 197.37.65.243     	2022-10-20 14:09:54 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 197.37.65.243     	2022-10-20 14:11:07 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 197.37.65.243     	2022-10-20 14:11:07 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 197.37.65.243     	2022-10-20 14:11:32 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 197.37.65.243     	2022-10-20 14:11:32 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 197.37.65.243     	2022-10-20 14:16:04 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 197.37.65.243     	2022-10-20 14:16:04 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 197.37.65.243     	2022-10-20 14:17:01 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 197.37.65.243     	2022-10-20 14:17:01 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 197.37.65.243     	2022-10-20 14:19:32 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 197.37.65.243     	2022-10-20 14:19:32 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 197.37.65.243     	2022-10-20 14:21:45 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 197.37.65.243     	2022-10-20 14:21:45 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 197.37.65.243     	2022-10-20 14:25:40 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 197.37.65.243     	2022-10-20 14:25:40 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 197.37.65.243     	2022-10-20 14:26:10 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 197.37.65.243     	2022-10-20 14:26:10 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 197.37.65.243     	2022-10-20 14:28:28 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 197.37.65.243     	2022-10-20 14:28:28 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 85.92.66.148     	2022-10-20 15:03:28 	Connection established successfully with database 
2003	Information 	REMOTE_ADDR is 85.92.66.148     	2022-10-20 15:03:28 	The 'SELECT * FROM projects where type = ? ORDER BY orderN' query executed successfully 
2001	Information 	REMOTE_ADDR is 85.92.66.148     	2022-10-20 15:03:28 	Connection established successfully with database 
